ZZ3_IDEQU,ZZ3_FILIAL,ZZ3_PLACA,ZZ3_FROTA ,ZZ3_EMPEQU,ZZ3_POSSE,ZZ3_TIPEQU,ZZ3_OBS,ZZ3_DATDIG,D_E_L_E_T_,R_E_C_N_O_
3930,,OSY7009,GOL,PARTICULAR,FORNECEDOR,VLEVE,,,,
3931,,NOR0245,3364,SUPER SONIC,PROPRIO,BAU,,,,
3932,,FGK4518,,PARTICULAR,PROPRIO,VLEVE,,,,
3933,,JXJ3522,3285,SUPER SONIC,PROPRIO,BAU,,,,
3934,,JXK7323,3194,SUPER SONIC,PROPRIO,BAU,,,,
3935,,OAB8719,3410,SUPER SONIC,PROPRIO,BAU,,,,
3936,,JWF6693,5088,TCL,CLIENTE,BAU,,,,
3937,,JXB1422,459,TCL,CLIENTE,BAU,,,,
3938,,ACI6492,1098,TCL,CLIENTE,CSC,,,,
3939,,QDH8654,VTR9906,POLICIA MILITA,FORNECEDOR,UTILIT,,,,
3940,,HMI0567,,SADA TRANSPORTES,CLIENTE,CAVMEC,,,,
3941,,OPF0236,,SADA TRANSPORTES,CLIENTE,CEGSC,,,,
3942,,OWK7061,JP21,SADA TRANSPORTES,CLIENTE,CAVMEC,,,,
3943,,HKW5200,337,SADA TRANSPOTES,CLIENTE,CAVMEC,,,,
3944,,HIJ3352,337,SADA TRANSPOTES ,CLIENTE,CEGSC,,,,
3945,,HAX3300,211,SADA TRANSPORTES,CLIENTE,CAVMEC,,,,
3946,,OWT5577,364,SADA TRANSPORTES,CLIENTE,CAVMEC,,,,
3947,,OWW5577,364,SADA TRANSPORTES,CLIENTE,CEGSC,,,,
3948,,NQJ8473,­,PARTICULAR,FORNECEDOR,TRUCK,,,,
3949,,FYR9339,,TBA LOGISTICA,FORNECEDOR,CSC,,,,
3950,,QDR0485,,AT COMERCIAL ,FORNECEDOR,TOCO,3X4,,,
3951,,MWD4359,,MULT TEK,FORNECEDOR,3X4,,,,
3952,,KHS4856,,PARTICULAR,FORNECEDOR,VLEVE,,,,
3953,,JUI8822,,PARTICULAR,FORNECEDOR,VLEVE,,,,
3954,,NIQ9905,,CFH. DISTRIBUIDORA,FORNECEDOR,UTILIT,,,,
3955,,OTN6760,,PARTICULAR,PROPRIO,VLEVE,,,,
3956,,NPB3535,,OCEANIC TRANSPORTES ,FORNECEDOR,TRUCK,,,,
3957,,NPB3535,,OCEANIC TRANSPORTES,FORNECEDOR,CAVMEC,,,,
3958,,LZU1838,,OCEANIC TRANSPORTES ,FORNECEDOR,CSC,,,,
3959,,QDD4858,2030,LINAVE,PROPRIO,BITREM,,,,
3960,,CYN6818,1749,SADA TRANSPORTES,CLIENTE,CEGSC,,,,
3961,,JUL6342,,PARTICULAR,FORNECEDOR,CAVMEC,,,,
3962,,JWG6877,,TRANSLOCOMOTIVA,CLIENTE,CSC,,,,
3963,,GVQ7486,,TRANS PES,CLIENTE,CAVMEC,,,,
3964,,OTK1133,,PARTICULAR,FORNECEDOR,MOTO,,,,
3965,,QDH5771,,PARTICULAR,FORNECEDOR,VLEVE,,,,
3966,,PZH4843,,ENDICON,CLIENTE,UTILIT,,,,
3967,,QDC5235,,SO FILTROS,FORNECEDOR,MOTO,,,,
3968,,JVL6342,,PARTICULAR,FORNECEDOR,CAVMEC,,,,
3969,,QDU5371,,ENDICON,CLIENTE,VLEVE,,,,
3970,,OTM3192,,FLUMINENSE,FORNECEDOR,UTILIT,,,,
3971,,OTK7327,1980,LINAVE,PROPRIO,BAU,,,,
3972,,OTW7767,,PARTICULAR,FORNECEDOR,UTILIT,,,,
3973,,JVA6752,,POSTO INVENCIVEL,FORNECEDOR,UTILIT,,,,
3974,,HKP0502,,PARTICULAR,FORNECEDOR,CAVMEC,,,,
3975,,JZP0940,,PARTICULAR,FORNECEDOR,CSC,,,,
3976,,NSI1331,,ROPALF,FORNECEDOR,UTILIT,,,,
3977,,CPJ7497,,TRANSLOCOMOTIVA,CLIENTE,CSC,,,,
3978,,PQG9804,,TRANSCOOL,CLIENTE,CAVMEC,,,,
3979,,PQS5614,,TRANSCOOL,CLIENTE,BAU,,,,
3980,,CGR9379,422,TNT,CLIENTE,BAU,,,,
3981,,OND9964,,TRANSILLITRANSPORTES,FORNECEDOR,TOCO,,,,
3982,,JJF6876,,TRANSCOTA,FORNECEDOR,TRUCK,,,,
3983,,PHH2533,,PARTICULAR,CLIENTE,VLEVE,,,,
3984,,JUL4193,,BRANDAO TRANSPORTES,CLIENTE,VLEVE,,,,
3985,,PYE7950,CT093,AC.PARCERIA,CLIENTE,TRUCK,CAM BASCULHANTE,,,
3986,,JXA0708,,TRANS LOCOMOTIVA,CLIENTE,CSC,,,,
3987,,QEM0991,,PARTICULA,CLIENTE,VLEVE,,,,
3988,,QDA6891,,R BRANCO ENGENHARIA,CLIENTE,VLEVE,,,,
3989,,OFP4095,,PARTICULAR,CLIENTE,VLEVE,,,,
3990,,QET8340,,POLICIA CIVIL,FORNECEDOR,UTILIT,,,,
3991,,PGE4505,,DYNATES ENGENHARIA,CLIENTE,UTILIT,,,,
3992,,OTB0115,,PARTICULAR ,PROPRIO,VLEVE,,,,
3993,,BTS5831,1109,SADA TRANSPORTES ,CLIENTE,CEGSC,,,,
3994,,OVP1212,,RECORD NAVAL NORTE,FORNECEDOR,VLEVE,,,,
3995,,ETZ5654,,PANOSSI GUINDASTE,FORNECEDOR,TRUCK,,,,
3996,,FJV9910,,PANOSSI GUINDASTES,FORNECEDOR,GUIND,,,,
3997,,OTQ8464,,ATUAL LOGISTICA,FORNECEDOR,CAVMEC,,,,
3998,,JVS4246,,PARTICULAR,PROPRIO,UTILIT,,,,
3999,,BUP3457,1710,SADA TRANSPORTE,CLIENTE,CEGSC,,,,
4000,,QDT3596,,PARTICULAR ,PROPRIO,VLEVE,FIAT UNO,,,
4001,,HAH6600,,PARTICULAR,FORNECEDOR,CAVMEC,,,,
4002,,JPU1934,,PARTICULAR,FORNECEDOR,CSC,,,,
4003,,QDO8079,,PARTICULAR,PROPRIO,UTILIT,,,,
4004,,OTJ2503,,COOPERDUQUE,FORNECEDOR,VLEVE,,,,
4005,,OQU0427,234,SADA TRANSPORTES,CLIENTE,CAVMEC,,,,
4006,,DVT7668,234,SEDA TRANSPORTES,CLIENTE,CEGSC,,,,
4007,,FCG2864,3570,TRANSZERO,FORNECEDOR,CAVMEC,,,,
4008,,FDZ3228,3570,TRANSZERO,FORNECEDOR,CEGSC,,,,
4009,,HVF6279,,PARTICULAR,CLIENTE,TOCO,3X4,,,
4010,,ALO0512,,PARTICULAR,CLIENTE,VLEVE,,,,
4011,,ORB1099,,CONSTRUTORA SANTANA,CLIENTE,ONIBUS,,,,
4012,,OBX5278,,RRFLUMINENSE,FORNECEDOR,TRUCK,TANQUE,,,
4013,, NVX866,,FEDERAL IND.COM.RESIDUOS,CLIENTE,CAVMEC,,,,
4014,,NFO9100,,FEDERAL IND E COMER DE RESIDUO,CLIENTE,REBOQUE,,,,
4015,,NVX8661,,FEDERAL IND E COMER DE RESIDUO,CLIENTE,CAVMEC,,,,
4016,,NSM3645,,PARTICULAR,FORNECEDOR,MOTO,,,,
4017,,OFV1530,,MERCADINHO PREÇO BAIXO,FORNECEDOR,VLEVE,,,,
4018,,KKD3421,,PARTICULAR,PROPRIO,VLEVE,,,,
4019,,HGJ8142,PJ12,SADA TRANSPORETS ,CLIENTE,CAVMEC,,,,
4020,,HKH0453,JP12,SADA TRANSPORTES,CLIENTE,CEGSC,,,,
4021,,NSH9903,C5141,C5 LOGISTICA,CLIENTE,3X4,BAU,,,
4022,,HIM5363,,AC PARCERIA,CLIENTE,CSC,,,,
4023,,PCD3038,,TRANSPORTADORA LUNARDI,FORNECEDOR,CAVMEC,,,,
4024,,AUF7361,,TRANSPORTADORA LUNARDI,FORNECEDOR,BAU,,,,
4025,,FKU3005,,TRANSPORTADORA LUNARDI,FORNECEDOR,CAVMEC,,,,
4026,,QHC1359,,TRANSPORTADORA LUNARDI,FORNECEDOR,BAU,,,,
4027,,EJV2192,,TRANSPORTADORA LUNARDI,FORNECEDOR,BAU,,,,
4028,,JVI9585,,TRANSPORTADORA LUNARDI,FORNECEDOR,BAU,,,,
4029,,JUM4937,C5105,C5 LOGISTICA,CLIENTE,3X4,BAU,,,
4030,,BUP4129,1717,SADA TRANSPORTES ,CLIENTE,CEGSC,,,,
4031,,OFJ4234,,INDUSTRIA MARONI,FORNECEDOR,VLEVE,,,,
4032,,CGR9367,414,TNT TRANSPORTES ,CLIENTE,BAU,,,,
4033,,HGJ8223,,SADA TRANSPORTES ,CLIENTE,CAVMEC,,,,
4034,,OWZ4598,1741,SADA TRANSPORTES ,CLIENTE,CEGSC,,,,
4035,,LMF2834,,TRANSGLOBAL,CLIENTE,CAVMEC,,,,
4036,,PQA1751,,TRANSGLOBAL,CLIENTE,CSC,,,,
4037,,QEL4200,,PARTICULAR,FORNECEDOR,MOTO,,,,
4038,,GMV7396,,AC PARCERIA,CLIENTE,TRUCK,CAM COMBOIO,,,
4039,,PYE7550,CT093,AC PARCERIA,CLIENTE,TRUCK,BASCULANTE,,,
4040,,GBB6250,3419,TRANSZERO,FORNECEDOR,CAVMEC,,,,
4041,,CVN9128,3419,TRANSZERO,FORNECEDOR,CEGSC,,,,
4042,,MBR1130,,BORESQUE,FORNECEDOR,CAVMEC,,,,
4043,,JXA5277,,LINAVE,PROPRIO,BAU,,,,
4044,,QHX8950,,TREMEO TRANSPORTE,CLIENTE,CAVMEC,,,,
4045,,MJI2934,,TREMEO TRANSPORTES,CLIENTE,BAU,,,,
4046,,OYW5760,,JARDIMAR,CLIENTE,CAVMEC,,,,
4047,,OYW5840,,JARDIMAR,CLIENTE,BAU,,,,
4048,,PZH2718,,AC PARCERIA,CLIENTE,TRUCK,BASCULHANTE,,,
4049,,NWK8684,RB42,FEDERAL,FORNECEDOR,MUNCK,,,,
4050,,NVY9843,RB42,FEDERAL,FORNECEDOR,CSC,,,,
4051,,OBV9796,UNO,TAXI,FORNECEDOR,VLEVE,,,,
4052,,JVQ4835,,PARTICULAR ,PROPRIO,MOTO,,,,
4053,,HCW9746,,NORTESUL BAU,FORNECEDOR,UTILIT,,,,
4054,,HJA7337,,ADIEL PEREIRA TRANSPORTES,CLIENTE,TRUCK,,,,
4055,,CNI2779,,SANCHES IARRUDA,FORNECEDOR,BAU,,,,
4056,,QOX2509,,ESCOVAN SERVIÇOS GERAIS ,FORNECEDOR,UTILIT,,,,
4057,,NSK4012,,ROPALF,FORNECEDOR,MOTO,,,,
4058,,OPZ2943,342,SADA TRANSPORTS,CLIENTE,CAVMEC,,,,
4059,,OPQ6643,348,SADA TRANSPORTES ,CLIENTE,CEGSC,,,,
4060,,GVI9596,,PARTICULAR,FORNECEDOR,CAVMEC,,,,
4061,,PCE2070,,FORMA PROPAGANDA,CLIENTE,TRUCK,,,,
4062,,MCG2444,,TRANSCOM SILVA TRANSPORTES ,CLIENTE,CAVMEC,,,,
4063,,MHM6565,,TRANSCOM SILVA TRANSPORTES ,CLIENTE,CSC,,,,
4064,,DRD6115,,CX CARDOX,CLIENTE,CAVMEC,,,,
4065,,MVC3247,,CX CARGOX,CLIENTE,CSC,,,,
4066,,JJC0926,,TRANSCOM SILVA TRANSPORTES ,CLIENTE,CAVMEC,,,,
4067,,LYS6962,,TRANSCOM SILVA TRANSPORTES ,CLIENTE,CSC,,,,
4068,,FLA8557,,TRANS LOCOMOTIVA ,CLIENTE,CSC,,,,
4069,,HIV0368,368,SADA TRANSPORTES ,CLIENTE,CAVMEC,,,,
4070,,GXA6945,368,SADA TRANSPORTES ,CLIENTE,CEGSC,,,,
4071,,HNC7752,,CLEAN,FORNECEDOR,VLEVE,,,,
4072,,AXO3849,,CASATTO TRANSPORTES,FORNECEDOR,CAVMEC,,,,
4073,,AQX7709,,CASSOTTA TRANSPORTE,FORNECEDOR,CSC,,,,
4074,,MIT4560,,TREMEO TRANSPORTES,CLIENTE,CAVMEC,,,,
4075,,MIH3907,,TREMOE TRANSPORTES,CLIENTE,BAU,,,,
4076,,QEK8200,,CEI,PROPRIO,VLEVE,,,,
4077,,OQX0333,,TRANSZERO,FORNECEDOR,CAVMEC,,,,
4078,,DTA5140,,TRANSZERO,FORNECEDOR,CEGSC,,,,
4079,,EOF9011,,TNT,CLIENTE,CAVMEC,,,,
4080,,ITM2859,2859,TNT MERCURIO,CLIENTE,BAU,,,,
4081,,QDO0200,,PARTICULAR,PROPRIO,VLEVE,,,,
4082,,1479750,,,PROPRIO,VLEVE,,,,
4083,,2732198,790,LINAVE,PROPRIO,BAU,,,,
4084,,DFJ4785,MOTION,TAXI,FORNECEDOR,UTILIT,,,,
4085,,HJZ9889,,PARTICULAR,PROPRIO,MOTO,,,,
4086,,HVN1503,1030,SADA,CLIENTE,CEGSC,,,,
4087,,JTN0073,,PARTICULAR,FORNECEDOR,VLEVE,,,,
4088,,JVO4704,,CENTRO ELETRONICO,FORNECEDOR,TOCO,,,,
4089,,MQE6823,,TBA LOGISTICA,FORNECEDOR,CAVMEC,,,,
4090,,NFN7577,,AGERADORA,CLIENTE,MUNCK,,,,
4091,,NGR5757,CM37,RAPIDO FEDERAL,CLIENTE,CSC,,,,
4092,,NSX3093,,MF LOCACOES,PROPRIO,VLEVE,,,,
4093,,NWK8744,CM37,RAPIDO FEDERAL,CLIENTE,CAVMEC,,,,
4094,,OFW3951,,PARTICULAR,PROPRIO,MOTO,,,,
4095,,OTF0449,,PARTICULAR,PROPRIO,MOTO,,,,
4096,,QEK1039,,PARTICULAR,PROPRIO,MOTO,,,,
4097,,QEU2440,,PARTICULA,PROPRIO,UTILIT,,,,
4098,,NSL0985,,C5LOGISTICA,CLIENTE,TOCO,,,,
4099,,JWE5757,,PARTICULAR,PROPRIO,UTILIT,,,,
4100,,JVR3771,,CASA PENA,FORNECEDOR,TRUCK,,,,
4101,,OFI0321,,CASA PENA,FORNECEDOR,VLEVE,,,,
4102,,OFT4018,,JOHN DEERE,FORNECEDOR,UTILIT,,,,
4103,,HIK8402,,PARTICULA,PROPRIO,VLEVE,,,,
4104,,GXA3115,241,SADA TRANSPORTES,CLIENTE,CAVMEC,,,,
4105,,PWU6350,241,SADA TRANSPORTES,CLIENTE,CEGSC,,,,
4106,,PVI5751,,EXPRESSO X LOGISTICA,CLIENTE,3X4,,,,
4107,,VCN9067,4020,TRANSZERO,CLIENTE,CAVMEC,,,,
4108,,DBC4519,4020,TRANSZERO,CLIENTE,CEGSC,,,,
4109,,OTP8949,,PARTICULAR,FORNECEDOR,MOTO,,,,
4110,,PWU3650,,SADA TRANSPORTES,CLIENTE,CEGSC,,,,
4111,,OFJ4646,,PARTICULAR ,PROPRIO,MOTO,,,,
4112,,LVI9031,,SOCEL SOCIEDADE OESTE,CLIENTE,CAVMEC,,,,
4113,,JGR7961,,SOCEL SOCIEDADE OESTE,CLIENTE,CSC,,,,
4114,,JTG0487,,PARTICULAR,FORNECEDOR,VLEVE,,,,
4115,,OTI8352,,D FREITAS MAT LIMPEZAS,FORNECEDOR,TRUCK,BAU,,,
4116,,OTW3702,,PARTICULAR,PROPRIO,MOTO,,,,
4117,,OFP6015,,ITAIPU NORTE,CLIENTE,VLEVE,,,,
4118,,AKYI781,,SADA,CLIENTE,UTILIT,,,,
4119,,NSM5254,,PARTICULAR ,CLIENTE,UTILIT,,,,
4120,,BJB2614,3308,SADA,CLIENTE,CEGSC,,,,
4121,,HNU3001,,PARTICULAR,PROPRIO,VLEVE,,,,
4122,,QDC0288,,EXPRESSO VALE,FORNECEDOR,TOCO,3/4,,,
4123,,NPA7652,,PARTICULAR,PROPRIO,VLEVE,,,,
4124,,MVQ8161,,CIDADE LIMPA,FORNECEDOR,BAU,,,,
4125,,HOA3329,PJL013 ,PROJEL ENGENHARIA,CLIENTE,MUNCK,,,,
4126,,DSS7817,PJEL010,PROJEL ENGENHARIA,CLIENTE,TOCO,,,,
4127,,OQR5638,PJL005,PROJEL ENGENHARIA,CLIENTE,UTILIT,,,,
4128,,EBL3199,PJL012,PROJEL ENGENARIA,CLIENTE,TRUCK,TANQUE,,,
4129,,OFR1148,,AÇO PARA,FORNECEDOR,TRUCK,,,,
4130,,OFP7811,,PATICULAR,PROPRIO,VLEVE,,,,
4131,,JUY4372,,PARTICULAR,FORNECEDOR,MOTO,,,,
4132,,OTO9302,,PARTICULAR,FORNECEDOR,VLEVE,,,,
4133,,PUO0713,,AC PARCERIA,CLIENTE,ONIBUS,MICRO ONIBUS,,,
4134,,OFU9411,,PARTICULAR,CLIENTE,MOTO,,,,
4135,,LWT5686,,TRANSCOSILVA,CLIENTE,CAVMEC,,,,
4136,,MBX7978,,TRANSCOMSILVA,CLIENTE,CSC,,,,
4137,,DVT6989,,TEGMA,CLIENTE,CAVMEC,,,,
4138,,EJZ8848,95025,TEGMA,CLIENTE,CEGSC,,,,
4139,,JVM3126,,TEMPLER,CLIENTE,CEGSC,,,,
4140,,PWB5963,,PARTICULAR,FORNECEDOR,VLEVE,,,,
4141,,DOB7067,TZ4036,TEGMA,FORNECEDOR,CAVMEC,,,,
4142,,IUM3026,TZ4036,TEGMA,FORNECEDOR,CEGSC,,,,
4143,,OLY0460,246,SADA TRANSPORTES,CLIENTE,CAVMEC,,,,
4144,,PYK4341,246,SADA TRANSPORTES,CLIENTE,CEGSC,,,,
4145,,OQY7080,,TRANSP. ASA NORTE,CLIENTE,CAVMEC,,,,
4146,,JTP7239, ,PARTICULAR,FORNECEDOR,TOCO,,,,
4147,,NGI1601,,BERTUSSI TRANSPORTES ,CLIENTE,CAVMEC,,,,
4148,,AKR6649,,BERTUSSI TRANSPORTES,CLIENTE,BAU,,,,
4149,,POU7013,VL055,AC PARCERIA,CLIENTE,ONIBUS,,,,
4150,,MIF6968,,TREMEA TRANS E LOG,CLIENTE,CAVMEC,,,,
4151,,MHR1206,,TREMEA TRANS E LOG,CLIENTE,CAVMEC,,,,
4152,,PZH2666,CT097,AC PARCERIA,CLIENTE,TRUCK,BASCULHANTE,,,
4153,,BXF3866,,TRANS DIAS,CLIENTE,BAU,,,,
4154,,NSY6339,,PARTICULAR,CLIENTE,VLEVE,,,,
4155,,OTG9717,,CARTORIO MARITIMO,FORNECEDOR,VLEVE,,,,
4156,,ABX0627,,PARTICULAR,CLIENTE,TOCO,3/4,,,
4157,,NHT4659,,PARTICULAR,PROPRIO,VLEVE,,,,
4158,,OTI8320,,D FREITAS,FORNECEDOR,TRUCK,,,,
4159,,GOW0028,,TBA TRANSPORTES E LOG,FORNECEDOR,CSC,,,,
4160,,JUH9357,,BRANDAO TRANSPORTES,CLIENTE,VLEVE,,,,
4161,,MLB4408,,TREMEA TRANSPORTES,CLIENTE,CAVMEC,,,,
4162,,MEK7395,,TREMEA TRANSPORTES,CLIENTE,BAU,,,,
4163,,CWZ2778,1186,SADA TRANSPORTES,CLIENTE,CEGSC,,,,
4164,,CYN8345,1753,SADA TRANSPORTES,CLIENTE,CEGSC,,,,
4165,,JWB6432,PALIO,PARTICULAR,PROPRIO,VLEVE,,,,
4166,,DPB7067,,PARTICULAR,FORNECEDOR,MOTO,,,,
4167,,OPT6370,1035,HPE AUTO MOTORES ,CLIENTE,CAVMEC,,,,
4168,,MSO2982,1035,HPE AUTO MOTORES ,CLIENTE,CEGSC,,,,
4169,,QDI9470,,PARTICULAR,CLIENTE,VLEVE,,,,
4170,,OTL1683, ,BIROCOLOMBO,CLIENTE,VLEVE,,,,
4171,,NZG2206,,OMEGA,CLIENTE,CAVMEC,,,,
4172,,NZG2620,,OMEGA,CLIENTE,CAVMEC,,,,
4173,,NSE8940,,FOCUS,CLIENTE,MOTO,,,,
4174,,JVI1786,,PARTICULAR,PROPRIO,VLEVE,,,,
4175,,HNQ0420,4929,SADA,CLIENTE,CAVMEC,,,,
4176,,HFD3895,4929,SADA TRANSPORTES,CLIENTE,CEGSC,,,,
4177,,PYA7276,,PARTICULAR,CLIENTE,VLEVE,,,,
4178,,HLX4036,,PARTICULAR ,CLIENTE,VLEVE,,,,
4179,,PXU3098,,PARTICULAR,PROPRIO,VLEVE,,,,
4180,,JUO4514,,TRR FLUMINENSE,FORNECEDOR,CAVMEC,,,,
4181,,HPD4368,,TRR FLUMINENSE,FORNECEDOR,CSC,TANQUE,,,
4182,,QGF6419,,SG CORMECIO,CLIENTE,TRUCK,,,,
4183,,EDP3834,,PARTICULAR,PROPRIO,TRUCK,,,,
4184,,QDS3822,VTR2417,POLICIA MILITAR,PROPRIO,VLEVE,,,,
4185,,ANF9796,,SO DIESELS,CLIENTE,VLEVE,,,,
4186,,NSK3632,,ROPALF,FORNECEDOR,MOTO,,,,
4187,,OXE3247,,TRANSPES,CLIENTE,CAVMEC,,,,
4188,,ASB2466,,NOTA DEZ ,CLIENTE,CAVMEC,,,,
4189,,QGD1209,,NOTA DEZ,CLIENTE,CSC,,,,
4190,,EDE4357,,PANOSSE GUINDARTES ,FORNECEDOR,GUIND,,,,
4191,,JVO2176,,TUAL LOGISTICA ,CLIENTE,CAVMEC,,,,
4192,,JVE2318,,TUAL LOGISTICA,FORNECEDOR,CSC,,,,
4193,,GSH8457,1199,SADFA TRANSPORTES,CLIENTE,CEGSC,,,,
4194,,HMW8210,,TRANSMAC,CLIENTE,VLEVE,,,,
4195,,AOV0111,,TRANSLOCOMOTIVA,CLIENTE,CSC,,,,
4196,,OTS0017,COMB,BRAZBRAZ,CLIENTE,UTILIT,,,,
4197,,PUU8318,,PESADO TRANS,CLIENTE,CAVMEC,,,,
4198,,HFD4080,,PESADO TRANS,CLIENTE,CAVMEC,,,,
4199,,OTX2233,,B.GUEDES EIRELIS.M E,FORNECEDOR,UTILIT,,,,
4200,,JUS7472,FIORINO,ROLPALF,FORNECEDOR,UTILIT,,,,
4201,,GVQ6176,,TRANSPES MINAS,CLIENTE,CSC,,,,
4202,,GUX2295,,AGREGADO TRANSPES,CLIENTE,CAVMEC,,,,
4203,,GVQ6561,,TRANSPES MINAS,CLIENTE,CSC,,,,
4204,,GVH2444,623,SADA TRANSPORTES,CLIENTE,CEGSC,,,,
4205,,PVQ9586,372,SADA TRANSPORTES,CLIENTE,CAVMEC,,,,
4206,,GSH8381,372,SADA TRANSPORTES,CLIENTE,CEGSC,,,,
4207,,HIJ9737,503,SADA,CLIENTE,CEGSC,,,,
4208,,HKW5366,,TBA TRANSPORTE,CLIENTE,CSC,,,,
4209,,PUL1262,CB006,AC PARCERIA,CLIENTE,TRUCK,TANQUE,,,
4210,,DPC5650,,TEGMA ,CLIENTE,CAVMEC,,,,
4211,,DBC3810,,TEGMA,CLIENTE,CEGSC,,,,
4212,,PUZ3647,CT085,AC PARCERIA ,CLIENTE,TRUCK,BASCULHANTE,,,
4213,,MSX0292,,PARTICULAR,CLIENTE,VLEVE,,,,
4214,,PWI1676,321,SADA TRANSPORTES,CLIENTE,CAVMEC,,,,
4215,,PWA0910,321,SADA TRANSPORTES,CLIENTE,CEGSC,,,,
4216,,ODL8949,,PARTICULAR,PROPRIO,MOTO,,,,
4217,,PYE7649,CT094,AC PARCERIA,CLIENTE,TRUCK,BASCULHANTE,,,
4218,,PVZ3656,CT086,AC PARCERIA ,CLIENTE,TRUCK,BASCULHANTE,,,
4219,,PWA4692,CT091,AC PARCERIA ,CLIENTE,TRUCK,BASCULHANTE,,,
4220,,PYE1427,CT095,AC PARCERIA,CLIENTE,TRUCK,BASCULHANTE,,,
4221,,JUO8936,,MECATRON ELETRONICA,FORNECEDOR,MOTO,,,,
4222,,DPC5165,,TRANSZERO,PROPRIO,CAVMEC,,,,
4223,,BTS7394,,TRANSZERO,PROPRIO,CEGSC,,,,
4224,,ATR2217,,QUALITY TRANSPORTES,FORNECEDOR,TOCO,BAU,,,
4225,,AWM1267,,SANCHES TRIPOLONI,CLIENTE,UTILIT,,,,
4226,,OWV3472,,SADA TRANSPORTE,CLIENTE,CAVMEC,,,,
4227,,HFD4632,461,SADA TRANSPORTES,CLIENTE,CEGSC,,,,
4228,,NEJ3619,,TRANSPES MINAS,CLIENTE,UTILIT,,,,
4229,,OPC6623,,PARTICULAR ,CLIENTE,VLEVE,,,,
4230,,NSK6077,,PARTICULAR,FORNECEDOR,VLEVE,,,,
4231,,KCI7339,,LOGUE TRANSPORTADORA,FORNECEDOR,TRUCK,,,,
4232,,QFO2039,443,SADA TRANSPORTES ,CLIENTE,CAVMEC,,,,
4233,,GSH3390,443,SADA TRANSPORTES,CLIENTE,CEGSC,,,,
4234,,OTX1494,,PARTICULAR,CLIENTE,VLEVE,,,,
4235,,NSN0101,,PARTUCULAR ,CLIENTE,VLEVE,,,,
4236,,HFD2039,,SADA TRANSPORTES,CLIENTE,CAVMEC,,,,
4237,,HJZ2700,248,SADA TRANSPORTE,CLIENTE,CAVMEC,,,,
4238,,OPU4583,248,SADA TRANSPORTES,CLIENTE,CEGSC,,,,
4239,,OFI3764,,PARTICULA,CLIENTE,VLEVE,,,,
4240,,JWD5718,,CELPA,CLIENTE,TOCO,,,,
4241,,BUP2994,1115,SADA TRANSPORTES,CLIENTE,CEGSC,,,,
4242,,QDD1328,,SUPERGASBRAS,FORNECEDOR,MOTO,,,,
4243,,OTF7978,,SANCHES TRIPOLINI,CLIENTE,GUIND,,,,
4244,,OTP6117,,LINAVE,PROPRIO,BAU,,,,
4245,,HGJ8235,1733,SADA TRANSPORTES ,CLIENTE,CAVMEC,,,,
4246,,BTS7660,1733,SADA TRANSPORTES,CLIENTE,CEGSC,,,,
4247,,EFW2181,,TRANSLOCOMOTIVA,CLIENTE,CSC,,,,
4248,,EFW2187,,TRANSLOCOMOTIVA,CLIENTE,CSC,,,,
4249,,EJW4945,FIORINO,TRANSLOCOMOTIVA,CLIENTE,UTILIT,,,,
4250,,JVL8583,SIENA,PARTICULAR,PROPRIO,VLEVE,,,,
4251,,MHB3557,,TRANSGLOBAL,CLIENTE,CSC,,,,
4252,,HBZ5510,,TRANSPES,CLIENTE,CSC,,,,
4253,,OTL4821,,CORREIOS,FORNECEDOR,MOTO,,,,
4254,,IRW3323,,TRANSMAQUINA,CLIENTE,CSC,,,,
4255,,JTL7948,,PARTICULAR,PROPRIO,UTILIT,,,,
4256,,JTK3174,,PARTICULAR,CLIENTE,TRUCK,3X4,,,
4257,,EXX0226,,PARTICULAR,PROPRIO,VLEVE,,,,
4258,,EJZ8723,,TRANSZERO,CLIENTE,CAVMEC,,,,
4259,,DVT6830,,TRANSZERO,CLIENTE,CEGSC,,,,
4260,,GPD8581,,PARTICULAR,CLIENTE,CSC,,,,
4261,,HJZ5263,1769,SADA TRANSPORTES ,CLIENTE,CAVMEC,,,,
4262,,PXZ8131,1769,SADA TRANSPORTES,CLIENTE,CEGSC,,,,
4263,,OCA4511,1950,TCL,CLIENTE,CSC,,,,
4264,,DVT0194,,TRANSLOCOMOTIVA,CLIENTE,CSC,,,,
4265,,OFT1407,1890,LINAVE,PROPRIO,BAU,,,,
4266,,NGG9293,1630,LINAVE,PROPRIO,BAU,,,,
4267,,JUM5165,,MOTO TAXI,CLIENTE,MOTO,,,,
4268,,JVD6243,,TRANS REIS,PROPRIO,CAVMEC,,,,
4269,,EFO2719,,TNT LOG,CLIENTE,CAVMEC,,,,
4270,,EFU5845,,TRANSGLOBAL,CLIENTE,CSC,,,,
4271,,OTN9973,,PARTICULA,CLIENTE,MOTO,,,,
4272,,QDD0191,,LINAVE,PROPRIO,CSC,,,,
4273,,BSG1926,,LINAVE,PROPRIO,CAVMEC,,,,
4274,,NGG9763,1590,LINAVE,PROPRIO,BAU,,,,
4275,,NGG9353,1640,LINAVE ,PROPRIO,BAU,,,,
4276,,NGG9543,7948,LINAVE,PROPRIO,BAU,,,,
4277,,OTK7167,1970,LINAVE ,PROPRIO,BAU,,,,
