ZZ3_IDEQU,ZZ3_FILIAL,ZZ3_PLACA,ZZ3_FROTA ,ZZ3_EMPEQU,ZZ3_POSSE,ZZ3_TIPEQU,ZZ3_OBS,ZZ3_DATDIG,D_E_L_E_T_,R_E_C_N_O_
7024,,KPV1295,,PARTICULAR,PROPRIO,VLEVE,,,,
7025,,OQC3346,UNO,PARTICULAR,PROPRIO,VLEVE,,,,
7026,,OAL6016,,JATEX CARGA,PROPRIO,BAU,,,,
7027,,OTC9842,,CORREIOS,PROPRIO,MOTO,,,,
7028,,OTB6786,,PARTICULAR,PROPRIO,CAVMEC,,,,
7029,,MHJ0839,,PARTICULAR,PROPRIO,CSC,,,,
7030,,MQQ5009,,COOPCARGAS,PROPRIO,CAVMEC,,,,
7031,,MHX1048,,COOPCARGAS,PROPRIO,CSC,,,,
7032,,AZR2572,,PARTICULAR,PROPRIO,VLEVE,,,,
7033,,QEK7632,,AC PARCERIA,PROPRIO,VLEVE,,,,
7034,,EUB4704,,PARTICULAR,PROPRIO,VLEVE,,,,
7035,,OTL2579,,PARTICULAR,PROPRIO,VLEVE,,,,
7036,,LUZ1172,,PARTICULAR,PROPRIO,TRUCK,BAU,,,
7037,,DJG5973,SAVEIRO,PARTICULAR,PROPRIO,UTILIT,,,,
7038,,ILT9211,,PARTICULAR,PROPRIO,CSC,,,,
7039,,EQO1637,,GRUPO ARIZONA,PROPRIO,UTILIT,,,,
7040,,FDE3939,,BEL MAP,PROPRIO,MOTO,,,,
7041,,QMS1239,,CHOPEM HOSPITALAR,PROPRIO,VAN,,,,
7042,,ERB0232,CELTA,SENA VEICULO,PROPRIO,VLEVE,,,,
7043,,QEV7208,,BRAZ BRAZ DISTRIBUIDORA,PROPRIO,BAU,,,,
7044,,PYM4850,10015,GRANEIRO,PROPRIO,UTILIT,,,,
7045,,OTV3298,ECO SPORTE,KEAMA,PROPRIO,UTILIT,,,,
7046,,NSL6906,DOBLO,PARTICULAR,PROPRIO,UTILIT,,,,
7047,,JVH5235,,PARTICULAR,PROPRIO,VLEVE,,,,
7048,,LCW3505,,PARTICULAR,PROPRIO,CAVMEC,,,,
7049,,GNJ6551,,TRANS PED,PROPRIO,CSC,,,,
7050,,GNJ6551,,TRANS PES,PROPRIO,CSC,,,,
7051,,LVH6286,,PARTICULAR,PROPRIO,TRUCK,CSC,,,
7052,,BXE5073,,PARTICULAR,PROPRIO,TRUCK,,,,
7053,,QDU7283,,PARTICULAR,PROPRIO,MOTO,,,,
7054,,NYQ5738,,PARTICULAR,PROPRIO,CAVMEC,,,,
7055,,PZR1906,,TRANSPES MINAS,PROPRIO,CSC,,,,
7056,,OFN9033,,PARTICULAR,PROPRIO,MOTO,,,,
7057,,ETU6765,,TRANS MUSSINATO,PROPRIO,TRUCK,BAU,,,
7058,,LVX9924,UNO,PARTICULAR,PROPRIO,VLEVE,,,,
7059,,PRC5111,ARGO,PARTICULAR,PROPRIO,VLEVE,,,,
7060,,HNL6794,,PAREX,PROPRIO,MUNCK,,,,
7061,,OFW5248,,PARTICULAR,PROPRIO,MOTO,,,,
7062,,EWJ9317,,PARTICULAR,PROPRIO,TOCO,CSC,,,
7063,,JCT1700,,PARTICULAR,PROPRIO,CAVMEC,,,,
7064,,JBD1700,,PARTICULAR,PROPRIO,CSC,,,,
7065,,EHH7542,,PARTICULAR,PROPRIO,CAVMEC,,,,
7066,,JBT1700,,PARTICULAR,PROPRIO,CSC,,,,
7067,,QMU6412,,ITL CARGAS,PROPRIO,VLEVE,,,,
7068,,OXJ7715,,PARTICULAR,PROPRIO,VLEVE,,,,
7069,,QEB1318,,PARTICULAR,PROPRIO,MOTO,,,,
7070,,OFS2542,,PARTICULAR,PROPRIO,TOCO,BAU,,,
7071,,JWC7968,PALIO,PARTICULAR,PROPRIO,VLEVE,,,,
7072,,NSG2505,,TATICA ENG.,PROPRIO,TOCO,BAU,,,
7073,,QEU9939,,PARTICULAR,PROPRIO,VLEVE,,,,
7074,,OTC3120,,DAVID GAS,PROPRIO,MOTO,,,,
7075,,OTC3920,,DAVID GAS,PROPRIO,MOTO,,,,
7076,,OTX4508,,DHL EQUIPAMENTOS,PROPRIO,UTILIT,,,,
7077,,NSN8943,FIORINO,VIVO,PROPRIO,UTILIT,,,,
7078,,QEH6278,,ENDICON,PROPRIO,MUNCK,,,,
7079,,OSW4389,,EMPILHA NORTE,PROPRIO,VLEVE,,,,
7080,,JUR5589,,AGERADORA,PROPRIO,MUNCK,,,,
7081,,NEO2444,,PARTICULAR,PROPRIO,VLEVE,,,,
7082,,PGR3671,GOL,PARTICULAR,PROPRIO,VLEVE,,,,
7083,,JMW0216,,NORTE SULBAU,PROPRIO,CAVMEC,,,,
7084,,OTQ5396,FUSION,PARTICULAR,PROPRIO,VLEVE,,,,
7085,,KBW2037,,PARTICULAR,PROPRIO,TRUCK,,,,
7086,,OXH0863,,TRANSPES MINAS,PROPRIO,UTILIT,,,,
7087,,BXF2523,1165,SADA,PROPRIO,CEGSC,,,,
7088,,QDW9123,,PARTICULAR,PROPRIO,VLEVE,,,,
7089,,QEA1075,,DELTA MAQ,PROPRIO,UTILIT,,,,
7090,,QNB5471,,TRANS PES,PROPRIO,CSC,,,,
7091,,QEY7981,ONIX,PARTICULAR,PROPRIO,VLEVE,,,,
7092,,JUH3094,CIVIC,PARTICULAR,PROPRIO,VLEVE,,,,
7093,,JUK9509,,PARTICULAR,PROPRIO,TRUCK,BAU,,,
7094,,OTQ0178,,PARTICULAR,PROPRIO,MOTO,,,,
7095,,NHB3564,,PARTICULAR,PROPRIO,VLEVE,,,,
7096,,JUQ1591,,PARTICULAR,PROPRIO,MOTO,,,,
7097,,OSY9984,FIORINO,AZUL CARGO,PROPRIO,UTILIT,,,,
7098,,QMU4365,,TRANS LOCOMOTIVA,PROPRIO,VLEVE,,,,
7099,,NBZ8043,,TRANS PES,PROPRIO,CSC,,,,
7100,,MQF4988,,GRUPO ARIZONA,PROPRIO,CAVMEC,,,,
7101,,MFQ4988,,PARTICULAR,PROPRIO,CAVMEC,,,,
7102,,MIC8159,,GRUPO ARIZONA,CLIENTE,CSC,,,,
7103,,NVN6952,,PARTICULAR,PROPRIO,VLEVE,,,,
7104,,NTC6966,,BELMAP,PROPRIO,UTILIT,,,,
7105,,GKO9904,,PARTICULAR,PROPRIO,TRUCK,BAU,,,
7106,,OTB1854,LOGAN,PARTICULAR,PROPRIO,VLEVE,,,,
7107,,EJW4658,,TRANSLOCOMOTIVA,PROPRIO,CAVMEC,,,,
7108,,QDN4493,,PARTICULAR,PROPRIO,VLEVE,,,,
7109,,FDS6722,,TRANSLOCOMOTIVA,PROPRIO,CSC,,,,
7110,,MRJ9801,,TRANS PES MINAS,PROPRIO,CSC,,,,
7111,,JUF5173,,PARTICULAR,PROPRIO,UTILIT,,,,
7112,,QDF1338,,PARTICULAR,PROPRIO,MOTO,,,,
7113,,HQG6812,,PARTICULAR,PROPRIO,CAVMEC,,,,
7114,,IHM3534,,PARTICULAR,PROPRIO,CSC,,,,
7115,,CBL5707,,TRANSENHA MUDANCAS,PROPRIO,TRUCK,BAU,,,
7116,,AFR8860,,AGV LOGISTICA,PROPRIO,TRUCK,BAU,,,
7117,,DTA9797,,PARTICULAR,PROPRIO,CAVMEC,,,,
7118,,ATW0908,,PARTICULAR,PROPRIO,CSC,,,,
7119,,KAF3613,,PARTICULAR,PROPRIO,MUNCK,,,,
7120,,OTZ4899,BIZ,PARTICULAR,PROPRIO,MOTO,,,,
7121,,JVD3811,PBB0074,UNIRIOS,PROPRIO,BAU,,,,
7122,,MBA0856,,GRUPO ARIZONA,PROPRIO,CAVMEC,,,,
7123,,MEZ7687,,GRUPO ARIZONA,PROPRIO,CSC,,,,
7124,,LVH9544,,GRUPO ARIZONA,PROPRIO,CAVMEC,,,,
7125,,MEL2111,,GRUPO ARIZONA,PROPRIO,CSC,,,,
7126,,JUJ0411,FIORINO,RETIFICA REAL,PROPRIO,UTILIT,,,,
7127,,JMY4307,,PARTICULAR,PROPRIO,CAVMEC,,,,
7128,,HQG2946,,PARTICULAR,PROPRIO,CSC,,,,
7129,,OFT5550,,UNIRIOS,PROPRIO,CAVMEC,,,,
7130,,OQI1070,RANGER,PARTICULAR,PROPRIO,UTILIT,,,,
7131,,JTA2187,,JATEX,PROPRIO,TOCO,BAU,,,
7132,,JWC0715,HONDA FIT,PARTICULAR,PROPRIO,VLEVE,,,,
7133,,MJQ1433,,BASSINI PESADOS,PROPRIO,CAVMEC,,,,
7134,,MEG5894,,BASSINI PESADOS,PROPRIO,CSC,,,,
7135,,JVE6335,,DHL EQUIPAMENTOS,PROPRIO,TRUCK,,,,
7136,,JIU3599,VAN,HC PENEUS,PROPRIO,UTILIT,,,,
7137,,OBV6742,COBALT,PARTICULAR,PROPRIO,VLEVE,,,,
7138,,PYW6790,DUSTER,PARTICULAR,PROPRIO,VLEVE,,,,
7139,,JUH6109,,PARTICULAR,PROPRIO,VLEVE,,,,
7140,,OPG5766,,PERGON ESCOLTA,PROPRIO,VLEVE,,,,
7141,,HBZ3671,,ESCOLTA FERNADEZ,PROPRIO,VLEVE,,,,
7142,,GTO2427,,TRANS PES MINAS,PROPRIO,CAVMEC,,,,
7143,,OLV7402,,TRANS PES MINAS,PROPRIO,CSC,DOLLY,,,
7144,,PWA8274,,TRANS PES MINAS,PROPRIO,CSC,,,,
7145,,HBZ3119,,TRANS PES MINAS,PROPRIO,CSC,,,,
7146,,NSN5687,,PARTICULAR,PROPRIO,VLEVE,CORSA SEDAN,,,
7147,,OFU3172,,UNIRIOS,PROPRIO,BAU,,,,
7148,,PYY4869,FORD,UBER,PROPRIO,VLEVE,,,,
7149,,QEA8568,,PARTICULAR,PROPRIO,VLEVE,,,,
7150,,DTS1696,,PARTICULAR,PROPRIO,VLEVE,,,,
7151,,JVW2470,1626,SADA TRANSPORTES,PROPRIO,CEGSC,,,,
7152,,JVO3793,,UNIRIOS,PROPRIO,CAVMEC,,,,
7153,,JUO8856,66,UNIRIOS,PROPRIO,BAU,,,,
7154,,NWT0176,,PARTICULAR,PROPRIO,VLEVE,,,,
7155,,EJV7976,,TRANSPES MINAS,PROPRIO,CSC,,,,
7156,,OAO1609,JEEP,PARTICULAR,PROPRIO,VLEVE,,,,
7157,,GSV8569,,PARTICULAR,PROPRIO,CAVMEC,,,,
7158,,BYF5640,,PARTICULA,PROPRIO,CSC,,,,
7159,,QDS4252,2418,POLICIA MILITA,PROPRIO,UTILIT,,,,
7160,,CRY9143,,PARTICULAR,PROPRIO,CAVMEC,,,,
7161,,BYC2817,,PARTICULAR,PROPRIO,CSC,,,,
7162,,CGR1221,,PARTICULAR,PROPRIO,CAVMEC,,,,
7163,,AEB1736,,PARTICULAR,PROPRIO,CSC,,,,
7164,,NLJ2554,PAJERO,PATICULAR,PROPRIO,VLEVE,,,,
7165,,ODP4871,CLASSIC,PARTICULAR,PROPRIO,VLEVE,,,,
7166,,KNB7382,,UNIRIOS,PROPRIO,BAU,,,,
7167,,PUL5935,8409,TRANS PES MINAS,PROPRIO,CAVMEC,,,,
7168,,OQP3503,,TRANS PES MINAS,PROPRIO,CSC,,,,
7169,,MCQ2756,,PARTICULAR,PROPRIO,TRUCK,,,,
7170,,NSH5359,,CORREIOS,PROPRIO,MOTO,,,,
7171,,PZM6411,,REDE CONECTA,PROPRIO,VLEVE,,,,
7172,,HBZ5495,,TRANS PES,PROPRIO,CAVMEC,,,,
7173,,HIM3253,,TRANS PES,PROPRIO,CSC,,,,
7174,,PUF9809,,TRANS PES,PROPRIO,CSC,,,,
7175,,LTT0776,,PARTIUCLAR,PROPRIO,VLEVE,,,,
7176,,QDC5643,,PARTICULAR,PROPRIO,TRUCK,BAU,,,
7177,,LVX9474,VAN,CFH EMPREENDIMENTOS,PROPRIO,VAN,,,,
7178,,QEG1669,,PARTICULAR,PROPRIO,VLEVE,,,,
7179,,NSR5585,SAVERO,PARTICULAR,PROPRIO,UTILIT,,,,
7180,,KXO6682,,PARTICULAR,PROPRIO,UTILIT,,,,
7181,,OTX4911,ETIOS,PARTICULAR,PROPRIO,VLEVE,,,,
7182,,NTB0831,CITY,PARTICULAR,PROPRIO,VLEVE,,,,
7183,,NTA7941,,PARTICULAR,PROPRIO,VLEVE,,,,
7184,,OFR6632,SAVEIRO,SOS EXTINTORES,PROPRIO,UTILIT,,,,
7185,,HKN3500,801,AUTO PORT,PROPRIO,CAVMEC,,,,
7186,,MRT6832,801,AUTO PORT,PROPRIO,CEGSC,,,,
7187,,NSV1596,PRISMA,PARTICULAR,PROPRIO,VLEVE,,,,
7188,,QEJ9170,,VOO CERTO,PROPRIO,TRUCK,CSC,,,
7189,,QDC8464,,PARTICULAR,PROPRIO,MOTO,,,,
7190,,OCA9811,,SEMAS,PROPRIO,VLEVE,,,,
7191,,JHX6510,,PARTICULAR,PROPRIO,VLEVE,,,,
7192,,QNE6723,,PARTICULAR,PROPRIO,VLEVE,,,,
7193,,OTE1992,CERATO,PARTICULAR,PROPRIO,VLEVE,,,,
7194,,KEP3107,1230,LINAVE,PROPRIO,BAU,,,,
7195,,NSH2235,,PARTICULAR,PROPRIO,VLEVE,,,,
7196,,AUC4319,,TRANS PES MINAS,PROPRIO,CSC,,,,
7197,,QEX2590,,PARTICULAR,PROPRIO,UTILIT,,,,
7198,,ODB0716,,TRANS PES,PROPRIO,CSC,,,,
7199,,MHT7156,,PARTICULAR,PROPRIO,CAVMEC,,,,
7200,,BTS0682,,PARTICULAR,PROPRIO,CSC,,,,
7201,,PGK1280,,PARTICULAR,PROPRIO,3X4,BAU,,,
7202,,QDX6881,,EASA LOCAÇAO,PROPRIO,VLEVE,,,,
7203,,LQN7854,,EASA LOCAÇAO,PROPRIO,GUIND,,,,
7204,,QNR9510,,PARTICULAR,PROPRIO,VLEVE,,,,
7205,,MSP5842, ,PARTICULAR,PROPRIO,CAVMEC,,,,
7206,,ODB6090,,PARTICULAR,PROPRIO,CSC,,,,
7207,,LQV6328,,PARTICULAR,PROPRIO,CAVMEC,,,,
7208,,KMI0276,,PARTICULAR,PROPRIO,CSC,,,,
7209,,MMS7472,,PARTICULAR,PROPRIO,CAVMEC,,,,
7210,,NJX3146,,PARTICULAR,PROPRIO,CSC,,,,
7211,,DCV4916,,PARTICULAR,PROPRIO,CAVMEC,,,,
7212,,KCJ6607,,PARTICULAR,PROPRIO,CSC,,,,
7213,,HIA4084,,PARTICULAR,PROPRIO,CAVMEC,,,,
7214,,EYR9758,,PARTICULAR,PROPRIO,CSC,,,,
7215,,GPR8459,,PARTICULAR,PROPRIO,CAVMEC,,,,
7216,,AGR7484,,PARTICULAR,PROPRIO,CSC,,,,
7217,,IBA6027,,PARTICULAR,PROPRIO,CAVMEC,,,,
7218,,ISI4034,,PARTICULAR,PROPRIO,CSC,,,,
7219,,AGV6391,,PARTICULAR,PROPRIO,CAVMEC,,,,
7220,,YPG7019,,PARTICULAR,PROPRIO,CSC,,,,
7221,,IJA5220,,PARTICULAR,PROPRIO,CAVMEC,,,,
7222,,AHA8716,,PARTICULAR,PROPRIO,CSC,,,,
7223,,JTI9955,,EFRATA,PROPRIO,VAN,,,,
7224,,GWI7870,,TRANS PES MINAS,PROPRIO,CAVMEC,,,,
7225,,DBL8814,,TRANS PES MINAS,PROPRIO,CSC,,,,
7226,,PMC6275,JEEP,PARTICULAR,PROPRIO,UTILIT,,,,
7227,,NSP6762,PALIO,PARTICULAR,PROPRIO,VLEVE,,,,
7228,,QEJ3113,HB20,PARTICULA,PROPRIO,VLEVE,,,,
7229,,QEL7503,ONIX,PARTICULAR ,PROPRIO,VLEVE,,,,
7230,,PTB6720,,ITL,PROPRIO,UTILIT,,,,
7231,,BXC1646,,PARTICULAR,PROPRIO,CAVMEC,,,,
7232,,ADN1469,,PARTICULAR,PROPRIO,CSC,,,,
7233,,NST9555,UNO,TRATOMAQ,PROPRIO,VLEVE,,,,
7234,,JVA3293,,PARTICULAR,CLIENTE,VLEVE,,,,
7235,,QEK6903,,PARTICULAR,PROPRIO,VLEVE,,,,
7236,,NSY1502,,PARTICULAR,PROPRIO,MOTO,,,,
7237,,OTM4078,,PARTICULAR,PROPRIO,VLEVE,,,,
7238,,OCW9348,,PARTICULAR,PROPRIO,VLEVE,,,,
7239,,QDY3855,FIORINO,DELTAMAQ,PROPRIO,UTILIT,,,,
7240,,JVZ0263,YAMAHA NEO,PARTICULAR,PROPRIO,MOTO,,,,
7241,,NBJ9016, ,PARTICULAR,PROPRIO,CAVMEC,,,,
7242,,LXM3089,,PARTICULAR,PROPRIO,CSC,,,,
7243,,OTB3242,,PARTICULAR,PROPRIO,TRUCK,CSC,,,
7244,,QDX0971,CIVIC,PARTICULAR,PROPRIO,VLEVE,,,,
7245,,QDF7706,,EMBRATEL,PROPRIO,VLEVE,,,,
7246,,NSF8532,,PARTICULAR,PROPRIO,MOTO,,,,
7247,,MFU7542,,COOTRACAP,PROPRIO,CAVMEC,,,,
7248,,QHC3445,,COOTRACAP,PROPRIO,BAU,,,,
7249,,MIQ5659,,COOTRACAP,PROPRIO,CAVMEC,,,,
7250,,MJZ0661,,COOTRACAP,PROPRIO,BAU,,,,
7251,,NES3039,,PARTICULAR,PROPRIO,VLEVE,,,,
7252,,HBZ6480,,TRANS PES MINAS,PROPRIO,CSC,,,,
7253,,ANC0142,,PARTICULAR,PROPRIO,CAVMEC,,,,
7254,,FHJ9090,,PARTICULAR,PROPRIO,VLEVE,,,,
7255,,OSU0399,,MAKRO,PROPRIO,CAVMEC,,,,
7256,,OIM5497,505,MAKRO,PROPRIO,REBOQUE,DOLY,,,
7257,,OCN6145,420,MAKRO,PROPRIO,CSC,,,,
7258,,QEB6892,PRISMA,PARTICULAR,PROPRIO,VLEVE,,,,
7259,,GVQ6575,,TRANSPES MINAS,PROPRIO,CSC,,,,
7260,,QNA6417,,MAKRO,PROPRIO,VLEVE,,,,
7261,,OTG0989,,PARTICULAR,PROPRIO,TOCO,BAU,,,
7262,,QEQ0035,,PARTICULAR,PROPRIO,UTILIT,,,,
7263,,ICS3799,,PARTICULAR,PROPRIO,VLEVE,,,,
7264,,AMJ8767,,PARTICULAR,PROPRIO,CSC,,,,
7265,,NEP7164,PALIO,PARTICULAR,PROPRIO,VLEVE,,,,
7266,,OTK4489,CL07,CIDADE LIMPA,PROPRIO,TRUCK,CAÇAMBA,,,
7267,,OTV2360,,CIDADE LIMPA,PROPRIO,CSC,,,,
7268,,OXM0357,,PARTICULAR,PROPRIO,VLEVE,,,,
7269,,KJA7068,,PARTICULAR,PROPRIO,TRUCK,PRANCHA,,,
7270,,NXW8724,FOX,PARTICULAR,PROPRIO,VLEVE,,,,
7271,,KEC4122,,PARTICULAR,PROPRIO,CAVMEC,,,,
7272,,BWB2103,,PARTICULAR,PROPRIO,BAU,,,,
7273,,QDK6533,,PARA TRUCK,PROPRIO,MOTO,,,,
7274,,PHP3039,,PARTICULAR,PROPRIO,VLEVE,,,,
7275,,QDR0767,,TRR FLUMINENSE,PROPRIO,CSC,TANQUE,,,
7276,,GVQ8243,,TRANSPES MINAS,PROPRIO,CAVMEC,,,,
7277,,MRK4362,,TRANSPES MINAS,PROPRIO,CSC,,,,
7278,,LLX1715,,EASA,PROPRIO,MUNCK,,,,
7279,,OBY9467,CL11,CIDADE LIMPA,PROPRIO,MUNCK,,,,
7280,,EJW0328,,PARTICULAR,PROPRIO,TRUCK,,,,
7281,,QNR0109,,PAREX ENGENHARIA,PROPRIO,CAVMEC,,,,
7282,,OPM1863,,PAREX ENGENHARIA,PROPRIO,CSC,,,,
7283,,QEJ7119,,PARTICULAR,PROPRIO,VLEVE,,,,
7284,,NSF0741,PRISMA,PARTICULAR,PROPRIO,VLEVE,,,,
7285,,NSS6652,,INFOMARQUES,PROPRIO,UTILIT,,,,
7286,,OTV0908,STRADA,PARTICULAR,PROPRIO,UTILIT,,,,
7287,,NSF9186,,IMPERSK DISTRIBUIDOR,PROPRIO,BAU,,,,
7288,,JTQ3636,,PARTICULAR,PROPRIO,VLEVE,,,,
7289,,QDE2971,,REDE CELPA,PROPRIO,TRUCK,,,,
7290,,JVW9903,,REDE CELPA,PROPRIO,MUNCK,,,,
7291,,QDC4054,,PARTICULAR,PROPRIO,UTILIT,,,,
